Source,Target,Weight
no,single,1

single,builder,1

builder,in,1

in,this,1

this,country,1

country,who,1

who,has,1

has,his,1

his,name,1

name,on,1

on,as,1

as,great,1

great,a,1

a,range,1

range,of,1

of,projects,1

projects,as,1

as,ive,1

ive,constructed,1

new,york,1

york,city,1

city,wasted,1

wasted,seven,1

seven,years,1

years,trying,1

trying,to,1

to,get,1

get,a,1

a,skating,1

skating,rink,1

rink,done,1

done,i,1

i,did,1

did,it,1

it,in,1

in,less,1

less,than,1

than,four,1

four,monthsand,1

monthsand,got,1

got,it,1

it,done,1

done,under,1

under,budget,1

budget,there,1

there,was,1

was,a,1

a,huge,1

huge,railroad,1

railroad,yard,1

yard,overlooking,1

overlooking,the,1

the,hudson,1

hudson,river,1

river,that,1

that,nobody,1

nobody,could,1

could,figure,1

figure,out,1

out,how,1

how,to,1

to,develop,1

develop,drive,1

drive,by,1

by,there,1

there,now,1

now,and,1

and,youll,1

youll,see,1

see,thousands,1

thousands,of,1

of,magnificent,1

magnificent,apartments,1

apartments,all,1

all,with,1

with,the,1

the,same,1

same,name,1

name,on,1

on,the,1

the,buildingstrump,1

think,about,1

about,wall,1

wall,street,1

street,one,1

one,of,1

of,the,1

the,greatest,1

greatest,buildings,1

buildings,in,1

in,new,1

new,york,1

york,city,1

city,for,1

for,a,1

a,brief,1

brief,time,1

time,along,1

along,with,1

with,the,1

the,chrysler,1

chrysler,building,1

building,it,1

it,was,1

was,one,1

one,of,1

of,the,1

the,two,1

two,tallest,1

tallest,buildings,1

buildings,in,1

in,the,1

the,world,1

world,but,1

but,it,1

it,had,1

had,fallen,1

fallen,into,1

into,disrepair,1

disrepair,it,1

it,was,1

was,awful,1

awful,they,1

they,couldnt,1

couldnt,rent,1

rent,office,1

office,space,1

space,there,1

i,bought,1

bought,wall,1

wall,street,1

street,and,1

and,completely,1

completely,redid,1

redid,it,1

it,now,1

now,it,1

it,is,1

is,a,1

a,classicand,1

classicand,by,1

by,the,1

the,way,1

way,percent,1

percent,rented,1

rented,and,1

and,a,1

a,very,1

very,profitable,1

profitable,building,1

building,my,1

my,home,1

home,in,1

in,palm,1

palm,beach,1

beach,mar,1

mar,a,1

a,lago,1

lago,was,1

was,once,1

once,the,1

the,greatest,1

greatest,mansion,1

mansion,in,1

in,the,1

the,country,1

country,but,1

but,its,1

its,previous,1

previous,owner,1

owner,the,1

the,united,1

united,states,1

states,government,1

government,had,1

had,let,1

let,it,1

it,deteriorate,1

deteriorate,nobody,1

nobody,had,1

had,the,1

the,vision,1

vision,to,1

to,see,1

see,what,1

what,it,1

it,could,1

could,be,1

be,once,1

once,again,1

again,i,1

i,restored,1

restored,it,1

it,rebuilt,1

rebuilt,it,1

it,and,1

and,nowgo,1

nowgo,online,1

online,and,1

and,you,1

you,can,1

can,see,1

see,what,1

what,ive,1

ive,accomplished,1

accomplished,there,1

there,we,1

we,brought,1

brought,the,1

the,property,1

property,back,1

back,to,1

to,the,1

the,greatness,1

greatness,it,1

it,once,1

once,wasand,1

wasand,then,1

then,made,1

made,it,1

it,better,1

the,same,1

same,can,1

can,be,1

be,true,1

true,of,1

of,our,1

our,country,1

in,washington,1

washington,dc,1

dc,im,1

im,converting,1

converting,the,1

the,old,1

old,post,1

post,office,1

office,building,1

building,on,1

on,pennsylvania,1

pennsylvania,avenue,1

avenue,into,1

into,one,1

one,of,1

of,the,1

the,worlds,1

worlds,greatest,1

greatest,hotels,1

hotels,i,1

i,got,1

got,the,1

the,building,1

building,from,1

from,the,1

the,general,1

general,services,1

services,administration,1

administration,gsa,1

gsa,many,1

many,people,1

people,wanted,1

wanted,to,1

to,buy,1

buy,it,1

it,but,1

but,the,1

the,gsa,1

gsa,wanted,1

wanted,to,1

to,make,1

make,sure,1

sure,whoever,1

whoever,they,1

they,sold,1

sold,it,1

it,to,1

to,had,1

had,the,1

the,ability,1

ability,to,1

to,turn,1

turn,it,1

it,into,1

into,something,1

something,special,1

special,so,1

so,they,1

they,sold,1

sold,it,1

it,to,1

to,me,1

me,i,1

i,got,1

got,it,1

it,for,1

for,four,1

four,reasons,1

reasons,number,1

number,onewere,1

onewere,really,1

really,good,1

good,number,1

number,twowe,1

twowe,had,1

had,a,1

a,really,1

really,great,1

great,plan,1

plan,number,1

number,threewe,1

threewe,had,1

had,a,1

a,great,1

great,financial,1

financial,statement,1

statement,number,1

number,fourwere,1

fourwere,excellent,1

excellent,not,1

not,just,1

just,very,1

very,good,1

good,at,1

at,fulfilling,1

fulfilling,or,1

or,even,1

even,exceeding,1

exceeding,our,1

our,agreements,1

agreements,the,1

the,gsa,1

gsa,who,1

who,are,1

are,true,1

true,professionals,1

professionals,saw,1

saw,that,1

that,from,1

from,the,1

the,beginning,1

thats,the,1

the,way,1

way,the,1

the,country,1

country,should,1

should,be,1

be,run,1

fixing,our,1

our,infrastructure,1

infrastructure,will,1

will,be,1

be,one,1

one,of,1

of,the,1

the,biggest,1

biggest,projects,1

projects,this,1

this,country,1

country,has,1

has,ever,1

ever,undertaken,1

undertaken,there,1

there,isnt,1

isnt,going,1

going,to,1

to,be,1

be,a,1

a,second,1

second,chance,1

chance,to,1

to,get,1

get,it,1

it,right,1

right,let,1

let,me,1

me,ask,1

ask,you,1

you,if,1

if,your,1

your,own,1

own,house,1

house,was,1

was,falling,1

falling,down,1

down,and,1

and,you,1

you,had,1

had,to,1

to,hire,1

hire,someone,1

someone,to,1

to,fix,1

fix,it,1

it,before,1

before,it,1

it,completely,1

completely,collapsed,1

collapsed,who,1

who,would,1

would,you,1

you,hire,1

hire,a,1

a,guy,1

guy,who,1

who,tells,1

tells,you,1

you,what,1

what,hes,1

hes,planning,1

planning,to,1

to,do,1

do,or,1

or,a,1

a,guy,1

guy,who,1

who,has,1

has,proven,1

proven,what,1

what,he,1

he,can,1

can,do,1

do,countless,1

countless,times,1

times,before,1

in,america,1

america,our,1

our,house,1

house,is,1

is,falling,1

falling,down,1

down,numerous,1

numerous,times,1

times,ive,1

ive,developed,1

developed,project,1

project,after,1

after,project,1

project,i,1

i,raise,1

raise,the,1

the,money,1

money,solve,1

solve,endless,1

endless,problems,1

problems,bring,1

bring,in,1

in,the,1

the,right,1

right,people,1

people,and,1

and,get,1

get,it,1

it,done,1

done,those,1

those,are,1

are,four,1

four,words,1

words,politicians,1

politicians,cant,1

cant,use,1

use,i,1

i,get,1

get,it,1

it,done,1

there,isnt,1

isnt,any,1

any,doubt,1

doubt,that,1

that,we,1

we,are,1

are,going,1

going,to,1

to,have,1

have,to,1

to,find,1

find,a,1

a,way,1

way,to,1

to,deal,1

deal,with,1

with,our,1

our,infrastructure,1

infrastructure,problems,1

problems,if,1

if,we,1

we,want,1

want,to,1

to,be,1

be,the,1

the,greatest,1

greatest,economy,1

economy,in,1

in,the,1

the,world,1

world,our,1

our,economy,1

economy,requires,1

requires,movement,1

movement,literally,1

literally,and,1

and,figuratively,1

figuratively,and,1

and,we,1

we,need,1

need,the,1

the,infrastructure,1

infrastructure,that,1

that,can,1

can,support,1

support,and,1

and,promote,1

promote,that,1

that,movement,1

when,you,1

you,are,1

are,getting,1

getting,ready,1

ready,to,1

to,start,1

start,the,1

the,greatest,1

greatest,long,1

long,term,1

term,building,1

building,project,1

project,in,1

in,american,1

american,history,1

history,youd,1

youd,better,1

better,have,1

have,the,1

the,right,1

right,person,1

person,in,1

in,charge,1

charge,you,1

you,need,1

need,someone,1

someone,who,1

who,has,1

has,done,1

done,it,1

it,before,1

before,and,1

and,who,1

who,isnt,1

isnt,intimidated,1

intimidated,to,1

to,take,1

take,on,1

on,that,1

that,tremendous,1

tremendous,responsibility,1

responsibility,you,1

you,need,1

need,someone,1

someone,who,1

who,knows,1

knows,how,1

how,to,1

to,deal,1

deal,with,1

with,unions,1

unions,and,1

and,suppliers,1

suppliers,and,1

and,without,1

without,any,1

any,doubt,1

doubt,lawyers,1

lawyers,i,1

i,deal,1

deal,with,1

with,them,1

them,all,1

all,each,1

each,day,1

day,and,1

and,i,1

i,dont,1

dont,lose,1

lose,to,1

to,them,1

different,people,1

people,might,1

might,approach,1

approach,complex,1

complex,problems,1

problems,like,1

like,this,1

this,differently,1

differently,there,1

there,are,1

are,people,1

people,who,1

who,look,1

look,at,1

at,a,1

a,problem,1

problem,like,1

like,this,1

this,and,1

and,shake,1

shake,their,1

their,heads,1

heads,thinking,1

thinking,that,1

that,it,1

it,cant,1

cant,be,1

be,done,1

done,there,1

there,is,1

is,a,1

a,name,1

name,for,1

for,people,1

people,like,1

like,that,1

that,governor,1

governor,then,1

then,there,1

there,are,1

are,people,1

people,who,1

who,talk,1

talk,about,1

about,the,1

the,issue,1

issue,throw,1

throw,around,1

around,other,1

other,peoples,1

peoples,money,1

money,and,1

and,maybe,1

maybe,even,1

even,show,1

show,you,1

you,drawings,1

drawings,theres,1

theres,a,1

a,name,1

name,for,1

for,those,1

those,people,1

people,too,1

too,senator,1

for,me,1

me,fixing,1

fixing,the,1

the,countrys,1

countrys,infrastructure,1

infrastructure,would,1

would,be,1

be,a,1

a,major,1

major,priority,1

priority,project,1

project,i,1

i,was,1

was,speaking,1

speaking,to,1

to,thousands,1

thousands,of,1

of,people,1

people,in,1

in,new,1

new,hampshire,1

hampshire,when,1

when,a,1

a,nice,1

nice,young,1

young,man,1

man,asked,1

asked,me,1

me,what,1

what,i,1

i,thought,1

thought,about,1

about,the,1

the,project,1

project,being,1

being,planned,1

planned,to,1

to,send,1

send,humans,1

humans,to,1

to,mars,1

i,think,1

think,its,1

its,wonderful,1

i,told,1

told,him,1

him,but,1

but,i,1

i,want,1

want,to,1

to,rebuild,1

rebuild,our,1

our,infrastructure,1

infrastructure,first,1

first,on,1

on,earth,1

earth,okay,1

i,mean,1

mean,i,1

i,dont,1

dont,understand,1

understand,how,1

how,we,1

we,can,1

can,put,1

put,a,1

a,man,1

man,on,1

on,the,1

the,moon,1

moon,but,1

but,we,1

we,cant,1

cant,fix,1

fix,the,1

the,potholes,1

potholes,on,1

on,the,1

the,way,1

way,to,1

to,ohare,1

ohare,international,1

international,airport,1

where,are,1

are,our,1

our,priorities,1

before,we,1

we,build,1

build,bridges,1

bridges,to,1

to,mars,1

mars,lets,1

lets,make,1

make,sure,1

sure,the,1

the,bridges,1

bridges,over,1

over,the,1

the,mississippi,1

mississippi,river,1

river,arent,1

arent,going,1

going,to,1

to,fall,1

fall,down,1

i,love,1

love,difficult,1

difficult,challenges,1

challenges,nobody,1

nobody,responds,1

responds,better,1

better,than,1

than,i,1

i,do,1

do,when,1

when,im,1

im,told,1

told,that,1

that,something,1

something,cant,1

cant,be,1

be,done,1

done,what,1

what,other,1

other,people,1

people,see,1

see,as,1

as,a,1

a,terrible,1

terrible,problem,1

problem,i,1

i,see,1

see,as,1

as,a,1

a,great,1

great,opportunity,1

opportunity,there,1

there,is,1

is,nothing,1

nothing,absolutely,1

absolutely,nothing,1

nothing,that,1

that,stimulates,1

stimulates,the,1

the,economy,1

economy,better,1

better,than,1

than,construction,1

a,few,1

few,years,1

years,ago,1

ago,moodys,1

moodys,the,1

the,financial,1

financial,investment,1

investment,agency,1

agency,calculated,1

calculated,that,1

that,every,1

every,of,1

of,federal,1

federal,money,1

money,invested,1

invested,in,1

in,improving,1

improving,the,1

the,infrastructure,1

infrastructure,for,1

for,highways,1

highways,and,1

and,public,1

public,schools,1

schools,would,1

would,generate,1

generate,back,1

back,to,1

to,the,1

the,economy,1

economy,the,1

the,congressional,1

congressional,budget,1

budget,office,1

office,said,1

said,that,1

that,infrastructure,1

infrastructure,investments,1

investments,have,1

have,one,1

one,of,1

of,the,1

the,strongest,1

strongest,direct,1

direct,economic,1

economic,impacts,1

you,know,1

know,why,1

why,that,1

that,is,1

is,jobs,1

these,projects,1

projects,put,1

put,people,1

people,to,1

to,worknot,1

worknot,just,1

just,the,1

the,people,1

people,doing,1

doing,the,1

the,work,1

work,but,1

but,also,1

also,the,1

the,manufacturers,1

manufacturers,the,1

the,suppliers,1

suppliers,the,1

the,designers,1

designers,and,1

and,yes,1

yes,even,1

even,the,1

the,lawyers,1

lawyers,the,1

the,senate,1

senate,budget,1

budget,committee,1

committee,estimates,1

estimates,that,1

that,rebuilding,1

rebuilding,america,1

america,will,1

will,create,1

create,million,1

million,jobs,1

our,economy,1

economy,needs,1

needs,more,1

more,available,1

available,jobs,1

jobs,i,1

i,know,1

know,what,1

what,the,1

the,unemployment,1

unemployment,rate,1

rate,supposedly,1

supposedly,is,1

is,but,1

but,i,1

i,also,1

also,know,1

know,there,1

there,is,1

is,no,1

no,such,1

such,thing,1

thing,as,1

as,the,1

the,easter,1

easter,bunny,1

bunny,ask,1

ask,the,1

the,construction,1

construction,unions,1

unions,and,1

and,trade,1

trade,unions,1

unions,how,1

how,many,1

many,of,1

of,their,1

their,members,1

members,are,1

are,looking,1

looking,for,1

for,jobs,1

jobs,ask,1

ask,the,1

the,unemployed,1

unemployed,electricians,1

electricians,plumbers,1

plumbers,and,1

and,masons,1

masons,how,1

how,hard,1

hard,it,1

it,is,1

is,to,1

to,find,1

find,a,1

a,good,1

good,job,1

if,we,1

we,do,1

do,what,1

what,we,1

we,have,1

have,to,1

to,do,1

do,correctly,1

correctly,we,1

we,can,1

can,create,1

create,the,1

the,biggest,1

biggest,economic,1

economic,boom,1

boom,in,1

in,this,1

this,country,1

country,since,1

since,the,1

the,new,1

new,deal,1

deal,when,1

when,our,1

our,vast,1

vast,infrastructure,1

infrastructure,was,1

was,first,1

first,put,1

put,into,1

into,place,1

place,its,1

its,a,1

a,no,1

no,brainer,1

brainer,its,1

its,so,1

so,obvious,1

obvious,that,1

that,even,1

even,the,1

the,democrats,1

democrats,can,1

can,figure,1

figure,it,1

it,out,1

the,biggest,1

biggest,questions,1

questions,are,1

are,how,1

how,much,1

much,is,1

is,it,1

it,going,1

going,to,1

to,cost,1

and,where,1

where,is,1

is,that,1

that,money,1

money,going,1

going,to,1

to,come,1

come,from,1

financing,a,1

a,project,1

project,is,1

is,far,1

far,too,1

too,complex,1

complex,for,1

for,most,1

most,politicians,1

politicians,to,1

to,understand,1

understand,these,1

these,projects,1

projects,require,1

require,real,1

real,world,1

world,dollars,1

dollars,not,1

not,figures,1

figures,on,1

on,paper,1

paper,experience,1

experience,is,1

is,required,1

required,to,1

to,understand,1

understand,how,1

how,to,1

to,budget,1

budget,properly,1

i,think,1

think,we,1

we,can,1

can,all,1

all,agree,1

agree,after,1

after,watching,1

watching,our,1

our,politicians,1

politicians,waste,1

waste,our,1

our,tax,1

tax,dollars,1

dollars,that,1

that,the,1

the,last,1

last,thing,1

thing,we,1

we,want,1

want,to,1

to,do,1

do,is,1

is,to,1

to,put,1

put,them,1

them,in,1

in,charge,1

charge,of,1

of,a,1

a,trillion,1

trillion,dollar,1

dollar,rebuilding,1

rebuilding,program,1

when,i,1

i,build,1

build,a,1

a,project,1

project,i,1

i,watch,1

watch,the,1

the,money,1

money,at,1

at,least,1

least,some,1

some,of,1

of,it,1

it,is,1

is,coming,1

coming,directly,1

directly,out,1

out,of,1

of,my,1

my,pocketand,1

pocketand,if,1

if,i,1

i,do,1

do,the,1

the,job,1

job,right,1

right,a,1

a,lot,1

lot,more,1

more,is,1

is,going,1

going,back,1

back,into,1

into,that,1

that,same,1

same,pocket,1

pocket,i,1

i,know,1

know,what,1

what,things,1

things,cost,1

cost,i,1

i,know,1

know,where,1

where,the,1

the,money,1

money,goes,1

goes,i,1

i,know,1

know,who,1

who,is,1

is,doing,1

doing,a,1

a,good,1

good,job,1

job,and,1

and,i,1

i,know,1

know,who,1

who,is,1

is,just,1

just,phoning,1

phoning,it,1

it,in,1

in,our,1

our,government,1

government,should,1

should,too,1

on,the,1

the,federal,1

federal,level,1

level,this,1

this,is,1

is,going,1

going,to,1

to,be,1

be,an,1

an,expensive,1

expensive,investment,1

investment,no,1

no,question,1

question,about,1

about,that,1

that,but,1

but,in,1

in,the,1

the,long,1

long,run,1

run,it,1

it,will,1

will,more,1

more,than,1

than,pay,1

pay,for,1

for,itself,1

itself,it,1

it,will,1

will,stimulate,1

stimulate,our,1

our,economy,1

economy,while,1

while,it,1

it,is,1

is,being,1

being,built,1

built,and,1

and,make,1

make,it,1

it,a,1

a,lot,1

lot,easier,1

easier,to,1

to,do,1

do,business,1

business,when,1

when,its,1

its,doneand,1

doneand,it,1

it,can,1

can,be,1

be,done,1

done,on,1

on,time,1

time,and,1

and,under,1

under,budget,1

there,are,1

are,a,1

a,lot,1

lot,of,1

of,different,1

different,ways,1

ways,to,1

to,finance,1

finance,these,1

these,projects,1

projects,we,1

we,need,1

need,to,1

to,put,1

put,together,1

together,a,1

a,variety,1

variety,of,1

of,sources,1

sources,to,1

to,get,1

get,it,1

it,done,1

done,in,1

in,some,1

some,places,1

places,there,1

there,need,1

need,to,1

to,be,1

be,bonds,1

bonds,issued,1

issued,the,1

the,money,1

money,is,1

is,therewe,1

therewe,just,1

just,have,1

have,to,1

to,get,1

get,it,1

it,into,1

into,place,1

place,the,1

the,beauty,1

beauty,of,1

of,this,1

this,is,1

is,that,1

that,every,1

every,city,1

city,and,1

and,state,1

state,has,1

has,needs,1

needs,which,1

which,means,1

means,that,1

that,we,1

we,can,1

can,truly,1

truly,make,1

make,this,1

this,a,1

a,national,1

national,effort,1

effort,controlled,1

controlled,at,1

at,the,1

the,local,1

local,level,1

if,we,1

we,are,1

are,serious,1

serious,about,1

about,making,1

making,america,1

america,great,1

great,again,1

again,this,1

this,is,1

is,where,1

where,we,1

we,have,1

have,to,1

to,start,1

start,not,1

not,only,1

only,will,1

will,repairing,1

repairing,our,1

our,infrastructure,1

infrastructure,create,1

create,jobs,1

jobs,and,1

and,stimulate,1

stimulate,the,1

the,economy,1

economy,itll,1

itll,make,1

make,it,1

it,easier,1

easier,for,1

for,us,1

us,all,1

all,to,1

to,get,1

get,home,1

home,at,1

at,the,1

the,end,1

end,of,1

of,a,1

a,long,1

long,day,1

day,and,1

and,in,1

in,this,1

this,case,1

case,we,1

we,can,1

can,make,1

make,america,1

america,beautiful,1

beautiful,again,1

the,one,1

one,question,1

question,i,1

i,get,1

get,asked,1

asked,all,1

all,the,1

the,time,1

time,is,1

is,mr,1

mr,trump,1

trump,how,1

how,do,1

do,i,1

i,get,1

get,rich,1

what,they,1

they,are,1

are,really,1

really,asking,1

asking,me,1

me,is,1

is,how,1

how,do,1

do,i,1

i,achieve,1

achieve,happiness,1

most,people,1

people,believe,1

believe,that,1

that,once,1

once,theyre,1

theyre,rich,1

rich,theyll,1

theyll,automatically,1

automatically,become,1

become,happy,1

happy,im,1

im,not,1

not,going,1

going,to,1

to,pretend,1

pretend,that,1

that,being,1

being,rich,1

rich,doesnt,1

doesnt,offer,1

offer,a,1

a,lot,1

lot,of,1

of,wonderful,1

wonderful,opportunities,1

opportunities,but,1

but,it,1

it,doesnt,1

doesnt,necessarily,1

necessarily,make,1

make,you,1

you,happy,1

happy,ive,1

ive,learned,1

learned,that,1

that,wealth,1

wealth,and,1

and,happiness,1

happiness,are,1

are,two,1

two,completely,1

completely,different,1

different,things,1

i,know,1

know,the,1

the,richest,1

richest,people,1

people,in,1

in,the,1

the,world,1

world,many,1

many,of,1

of,them,1

them,are,1

are,great,1

great,negotiators,1

negotiators,and,1

and,great,1

great,businesspeople,1

businesspeople,but,1

but,theyre,1

theyre,not,1

not,necessarily,1

necessarily,nice,1

nice,people,1

people,nor,1

nor,are,1

are,they,1

they,the,1

the,happiest,1

happiest,people,1

people,theyre,1

theyre,rich,1

rich,theyre,1

theyre,smartid,1

smartid,hire,1

hire,them,1

them,to,1

to,negotiate,1

negotiate,for,1

for,me,1

me,anytime,1

anytime,yet,1

yet,their,1

their,personal,1

personal,lives,1

lives,may,1

may,leave,1

leave,something,1

something,to,1

to,be,1

be,desired,1

the,happiest,1

happiest,people,1

people,i,1

i,know,1

know,are,1

are,those,1

those,people,1

people,who,1

who,have,1

have,great,1

great,families,1

families,and,1

and,real,1

real,values,1

values,ive,1

ive,seen,1

seen,it,1

it,i,1

i,know,1

know,it,1

it,people,1

people,who,1

who,have,1

have,a,1

a,loving,1

loving,spouse,1

spouse,and,1

and,have,1

have,children,1

children,they,1

they,really,1

really,love,1

love,are,1

are,happy,1

happy,people,1

people,religion,1

religion,also,1

also,plays,1

plays,a,1

a,very,1

very,large,1

large,factor,1

factor,in,1

in,happiness,1

happiness,people,1

people,who,1

who,have,1

have,god,1

god,in,1

in,their,1

their,lives,1

lives,receive,1

receive,a,1

a,tremendous,1

tremendous,amount,1

amount,of,1

of,joy,1

joy,and,1

and,satisfaction,1

satisfaction,from,1

from,their,1

their,faith,1

those,who,1

who,have,1

have,watched,1

watched,me,1

me,fire,1

fire,people,1

people,on,1

on,the,1

the,apprentice,1

apprentice,who,1

who,have,1

have,read,1

read,my,1

my,bestselling,1

bestselling,books,1

books,or,1

or,who,1

who,have,1

have,attended,1

attended,my,1

my,learning,1

learning,annex,1

annex,seminars,1

seminars,think,1

think,they,1

they,know,1

know,me,1

me,well,1

well,they,1

they,know,1

know,part,1

part,of,1

of,memy,1

memy,business,1

business,side,1

side,the,1

the,professional,1

professional,part,1

part,i,1

i,usually,1

usually,dont,1

dont,speak,1

speak,much,1

much,about,1

about,my,1

my,personal,1

personal,life,1

life,or,1

or,my,1

my,personal,1

personal,values,1

values,or,1

or,about,1

about,how,1

how,i,1

i,came,1

came,to,1

to,be,1

be,who,1

who,i,1

i,am,1

am,today,1

to,begin,1

begin,with,1

with,my,1

my,father,1

father,and,1

and,my,1

my,mother,1

mother,were,1

were,enormous,1

enormous,influences,1

influences,on,1

on,me,1

me,fred,1

fred,trump,1

trump,was,1

was,a,1

a,rich,1

rich,man,1

man,but,1

but,he,1

he,made,1

made,sure,1

sure,his,1

his,kids,1

kids,worked,1

worked,hard,1

hard,believe,1

believe,me,1

me,he,1

he,didnt,1

didnt,hand,1

hand,us,1

us,anythingwe,1

anythingwe,had,1

had,to,1

to,work,1

work,for,1

for,what,1

what,we,1

we,got,1

got,he,1

he,would,1

would,drag,1

drag,me,1

me,around,1

around,with,1

with,him,1

him,while,1

while,he,1

he,collected,1

collected,small,1

small,rents,1

rents,in,1

in,tough,1

tough,sections,1

sections,of,1

of,brooklyn,1

brooklyn,its,1

its,not,1

not,fun,1

fun,being,1

being,a,1

a,landlord,1

landlord,you,1

you,have,1

have,to,1

to,be,1

be,tough,1

id,see,1

see,him,1

him,ring,1

ring,the,1

the,bell,1

bell,and,1

and,then,1

then,stand,1

stand,way,1

way,over,1

over,to,1

to,the,1

the,side,1

side,of,1

of,the,1

the,door,1

how,come,1

come,youre,1

youre,over,1

over,there,1

i,asked,1

asked,once,1

because,sometimes,1

sometimes,they,1

they,shoot,1

shoot,right,1

right,through,1

through,the,1

the,door,1

he,replied,1

replied,rent,1

rent,collectors,1

collectors,usually,1

usually,did,1

did,this,1

this,work,1

work,but,1

but,the,1

the,methods,1

methods,were,1

were,the,1

the,same,1

my,work,1

work,ethic,1

ethic,came,1

came,from,1

from,my,1

my,father,1

father,i,1

i,dont,1

dont,know,1

know,anybody,1

anybody,who,1

who,works,1

works,harder,1

harder,than,1

than,i,1

i,do,1

do,im,1

im,working,1

working,all,1

all,the,1

the,time,1

time,its,1

its,not,1

not,about,1

about,moneyi,1

moneyi,just,1

just,dont,1

dont,know,1

know,a,1

a,different,1

different,way,1

way,of,1

of,life,1

life,and,1

and,i,1

i,love,1

love,it,1

i,raised,1

raised,my,1

my,own,1

own,kids,1

kids,the,1

the,same,1

same,way,1

way,my,1

my,parents,1

parents,raised,1

raised,me,1

me,i,1

i,have,1

have,five,1

five,great,1

great,kids,1

kids,while,1

while,my,1

my,older,1

older,ones,1

ones,were,1

were,growing,1

growing,up,1

up,id,1

id,have,1

have,dinner,1

dinner,with,1

with,my,1

my,kids,1

kids,almost,1

almost,every,1

every,night,1

night,when,1

when,they,1

they,needed,1

needed,me,1

me,i,1

i,was,1

was,there,1

there,for,1

for,them,1

truthfully,i,1

i,was,1

was,a,1

a,much,1

much,better,1

better,father,1

father,than,1

than,i,1

i,was,1

was,a,1

a,husband,1

husband,always,1

always,working,1

working,too,1

too,much,1

much,to,1

to,be,1

be,the,1

the,husband,1

husband,my,1

my,wives,1

wives,wanted,1

wanted,me,1

